Attack ID,Timestamp,Source IP,Destination IP,Attack Type,Protocol Used,Port Number,Malware Used,Payload Size (KB),Country of Origin,Target Organization,Response Time (ms),Attack Severity,Success Status,Data Compromised (MB),Firewall Status,User Credentials Leaked,Ransom Demand ($),Remediation Applied,Attack Source Category
b923f3fa,03:56.8,59.52.54.249,18.10.113.22,DDoS,FTP,22666,Ransom.Locky,330.43,Brazil,EduCare,2388,Medium,Yes,34.1,No,831,0,Firewall Upgrade,State-Sponsored
78778166,45:56.8,182.166.166.118,254.232.95.141,SQL Injection,HTTPS,19925,Mirai,176.84,North Korea,HealthNet,3748,High,No,0,Yes,0,0,Data Recovery,Individual Hacker
ecc019ab,47:56.8,162.200.253.229,123.34.74.229,SQL Injection,ICMP,28508,Trojan.Win32,315.28,UK,EduCare,1335,Critical,No,0,Yes,0,0,Firewall Upgrade,Botnet
c7a9da13,31:56.8,113.195.134.64,108.165.210.199,Brute Force,HTTPS,36421,Zeus,18.73,UK,GovSecure,4770,Medium,Yes,107.16,Yes,311,0,Alert Sent,State-Sponsored
0833ec8a,32:56.8,41.212.88.135,242.220.205.110,Phishing,UDP,24615,SpyEye,214.63,Iran,GovSecure,124,Critical,No,0,Yes,0,0,Data Recovery,State-Sponsored
5285ded9,31:56.8,226.91.17.70,176.105.108.24,Ransomware,HTTP,14081,Ransom.Locky,281.26,UK,RetailMart,3909,Low,Yes,50.77,Yes,38,56559.24,Patch Update,State-Sponsored
d8b07cdb,04:56.8,121.3.68.117,64.82.211.85,XSS,SSH,28741,SpyEye,462.16,Russia,RetailMart,2552,Low,Yes,90.67,Yes,58,0,Data Recovery,Botnet
944506c7,43:56.8,158.130.185.222,86.122.34.197,MITM Attack,FTP,54850,WannaCry,400.93,USA,RetailMart,421,Medium,Yes,130.21,Yes,701,0,Data Recovery,Individual Hacker
33489dcc,47:56.8,120.140.197.6,140.121.201.222,SQL Injection,HTTPS,61086,Mirai,446.76,Brazil,FinanceTrust,3507,Low,No,0,Yes,0,0,Firewall Upgrade,Insider Threat
db0c8997,03:56.8,132.170.45.87,221.63.28.210,DDoS,HTTPS,7829,Trojan.Win32,289.36,India,RetailMart,315,Low,Yes,192.89,No,778,0,Firewall Upgrade,Botnet
6ed9dc0e,10:56.8,56.155.73.238,177.224.68.47,DDoS,HTTPS,58198,,122.45,China,HealthNet,2608,Low,No,0,No,0,0,IP Ban,Insider Threat
182caf14,40:56.8,219.5.152.80,169.241.39.212,XSS,TCP,32510,Ransom.Locky,323.11,UK,HealthNet,1046,Critical,Yes,76.95,Yes,377,0,Alert Sent,Insider Threat
bb8bb64a,55:56.8,50.211.183.174,164.84.237.77,SQL Injection,HTTPS,12095,SpyEye,383.64,India,Tech Solutions,3536,Medium,Yes,139.6,Yes,164,0,Data Recovery,Individual Hacker
23a74446,02:56.8,229.10.97.195,139.235.65.167,Malware Injection,SMTP,19780,WannaCry,347.71,Russia,EduCare,1656,Critical,Yes,192.45,Yes,673,0,Alert Sent,Individual Hacker
1f4c3f63,10:56.8,223.175.58.109,221.111.13.85,Malware Injection,FTP,33761,Mirai,65.67,Brazil,EduCare,2188,Low,Yes,193.17,No,717,0,IP Ban,Botnet
f193a182,34:56.8,140.253.247.171,101.58.223.121,SQL Injection,HTTPS,32110,WannaCry,283.66,Brazil,GovSecure,1604,Low,Yes,108.49,No,100,0,Data Recovery,Insider Threat
7795ead1,15:56.8,101.63.235.106,20.243.116.57,Ransomware,HTTP,53586,Emotet,103.86,Brazil,FinanceTrust,3895,Critical,Yes,193.84,Yes,894,367925.68,IP Ban,Individual Hacker
ae241b70,40:56.8,55.181.192.16,99.90.30.181,XSS,HTTPS,36318,TrickBot,166.87,Brazil,RetailMart,1136,Medium,Yes,20.84,Yes,472,0,Data Recovery,State-Sponsored
53c8c802,27:56.8,100.112.16.171,110.244.171.178,XSS,UDP,8117,Emotet,355.77,USA,Bank Corp,4653,High,No,0,No,0,0,Data Recovery,Botnet
e3e3cd40,37:56.8,239.41.80.109,218.70.225.168,XSS,UDP,40285,Emotet,118.48,USA,HealthNet,2792,Low,No,0,No,0,0,Alert Sent,Insider Threat
537546cc,20:56.8,57.213.5.1,234.247.11.32,SQL Injection,TCP,3282,Trojan.Win32,230.09,Germany,HealthNet,1668,Medium,Yes,55.61,Yes,441,0,Firewall Upgrade,State-Sponsored
c6589167,01:56.8,114.158.159.223,96.14.114.176,Brute Force,FTP,28014,TrickBot,192.49,China,HealthNet,4268,Low,No,0,Yes,0,0,Firewall Upgrade,Individual Hacker
6d66a503,27:56.8,56.84.185.77,31.110.211.56,Brute Force,UDP,56270,TrickBot,478.38,North Korea,EduCare,3074,Medium,No,0,Yes,0,0,Firewall Upgrade,Botnet
0519d537,42:56.8,242.97.122.210,133.109.97.204,MITM Attack,SMTP,45805,,473.34,Brazil,EduCare,3904,High,No,0,No,0,0,Firewall Upgrade,Individual Hacker
c2943718,12:56.8,195.182.221.6,117.57.109.223,MITM Attack,ICMP,21851,Emotet,231.69,Germany,GovSecure,832,Critical,No,0,No,0,0,Data Recovery,Insider Threat
84d1fe01,59:56.8,22.163.38.9,79.175.234.177,Malware Injection,SMTP,20955,Emotet,219.22,India,HealthNet,601,High,No,0,No,0,0,Firewall Upgrade,Botnet
68961412,34:56.8,78.163.171.196,73.78.227.65,XSS,FTP,65445,,105.48,Brazil,Bank Corp,4307,Low,Yes,112.48,Yes,771,0,Alert Sent,State-Sponsored
064edfda,34:56.8,117.144.200.31,52.203.208.236,Phishing,SMTP,59965,Ransom.Locky,380.84,North Korea,Tech Solutions,1914,High,Yes,35.94,Yes,805,0,IP Ban,Individual Hacker
ec2d50fa,03:56.8,231.177.171.190,207.8.194.5,Phishing,SSH,1612,WannaCry,370.21,Brazil,Bank Corp,2009,Low,Yes,56.39,Yes,928,0,Data Recovery,State-Sponsored
d9a47660,21:56.8,230.77.50.5,209.121.4.75,DDoS,HTTPS,64375,SpyEye,378.28,Iran,Bank Corp,817,High,No,0,Yes,0,0,Firewall Upgrade,Individual Hacker
b2c6a4e5,55:56.8,77.194.152.127,200.3.242.9,DDoS,UDP,40319,Emotet,349.98,UK,FinanceTrust,4441,Low,Yes,159.35,Yes,534,0,IP Ban,State-Sponsored
949806ef,37:56.8,54.157.184.196,224.212.233.35,Ransomware,SMTP,21105,TrickBot,19.28,India,FinanceTrust,745,Critical,Yes,17.41,Yes,544,371127.69,IP Ban,Botnet
57ce20b1,01:56.8,221.37.155.60,194.250.128.31,DDoS,HTTP,61317,TrickBot,123.53,India,RetailMart,326,Medium,No,0,No,0,0,Firewall Upgrade,Individual Hacker
a058ab13,18:56.8,61.23.255.22,231.51.111.137,Malware Injection,SSH,3957,Ransom.Locky,404.18,Iran,RetailMart,533,Critical,Yes,23.42,No,343,0,Alert Sent,Individual Hacker
adece3a2,37:56.8,248.95.231.215,50.201.6.165,Phishing,SSH,6707,Trojan.Win32,8.29,Russia,HealthNet,4292,Medium,No,0,Yes,0,0,IP Ban,Individual Hacker
15c08e90,24:56.8,139.251.151.80,131.3.138.192,Brute Force,FTP,11012,Mirai,219.2,Iran,GovSecure,1887,Medium,Yes,195.75,Yes,228,0,Patch Update,Insider Threat
fcf376ed,46:56.8,136.214.208.98,68.83.157.136,SQL Injection,ICMP,49737,Mirai,406.45,USA,EduCare,4099,Critical,No,0,Yes,0,0,IP Ban,State-Sponsored
98988b2b,16:56.8,91.159.226.83,232.132.189.69,Malware Injection,UDP,15578,Trojan.Win32,285.88,Germany,EduCare,37,High,No,0,Yes,0,0,Patch Update,Botnet
caf9dc42,35:56.8,11.209.91.100,224.164.104.22,DDoS,SSH,64190,,395.51,UK,Tech Solutions,1368,High,Yes,84.88,No,724,0,IP Ban,Botnet
60c96ced,06:56.8,206.177.93.51,140.144.135.67,Ransomware,UDP,29244,Emotet,276.65,UK,EduCare,4291,High,No,0,No,0,344627.66,Alert Sent,Botnet
23119a57,00:56.8,217.212.120.11,3.242.220.160,XSS,UDP,3991,WannaCry,102.1,Iran,FinanceTrust,3292,Critical,No,0,Yes,0,0,Data Recovery,Botnet
0535a35c,45:56.8,138.242.70.86,146.243.13.11,Brute Force,HTTP,32637,Ransom.Locky,422.39,Iran,Tech Solutions,560,High,Yes,93.73,No,672,0,Alert Sent,State-Sponsored
81af853f,54:56.8,163.160.166.97,37.204.21.108,Malware Injection,ICMP,6475,Emotet,102.32,UK,Tech Solutions,4781,High,No,0,Yes,0,0,Patch Update,Insider Threat
8eb1c8b5,18:56.8,161.147.221.98,144.95.163.201,DDoS,ICMP,46617,SpyEye,245.7,China,EduCare,3226,Low,Yes,77.63,Yes,389,0,Alert Sent,Insider Threat
3c1ae7be,58:56.8,187.147.169.37,132.245.131.85,DDoS,TCP,35136,Mirai,470.57,Iran,FinanceTrust,69,Critical,No,0,No,0,0,Data Recovery,State-Sponsored
56c29206,55:56.8,233.175.15.130,215.181.67.22,MITM Attack,TCP,61512,Mirai,372.45,Brazil,GovSecure,828,High,No,0,Yes,0,0,IP Ban,State-Sponsored
d7fd234b,04:56.8,16.150.49.247,44.103.128.162,DDoS,ICMP,7252,Emotet,333.73,Germany,GovSecure,3533,High,Yes,32.61,Yes,173,0,IP Ban,Botnet
4fdabdc9,39:56.8,235.144.253.161,159.42.47.89,SQL Injection,ICMP,56762,Mirai,21.44,Russia,HealthNet,3631,High,No,0,No,0,0,Alert Sent,Individual Hacker
eccac914,34:56.8,168.222.37.87,107.164.210.208,MITM Attack,UDP,44499,SpyEye,426.77,Germany,RetailMart,1957,Critical,Yes,1.51,Yes,214,0,Firewall Upgrade,Insider Threat
a0f0922e,29:56.8,132.202.215.39,7.226.37.255,Ransomware,ICMP,53935,Zeus,458,China,EduCare,4089,Critical,No,0,No,0,275164.6,Firewall Upgrade,Botnet
4613d13a,38:56.8,31.229.118.155,198.4.178.104,MITM Attack,FTP,26654,Trojan.Win32,17.87,North Korea,GovSecure,2384,Low,No,0,Yes,0,0,Patch Update,Insider Threat
54fb2c62,20:56.8,243.208.14.190,19.144.131.204,XSS,FTP,61946,Zeus,120.38,Germany,HealthNet,1790,Medium,No,0,Yes,0,0,IP Ban,Insider Threat
48cb0a5a,01:56.8,227.205.198.43,243.181.47.14,DDoS,TCP,18252,Mirai,97.26,UK,EduCare,3294,Medium,Yes,110.17,Yes,455,0,Firewall Upgrade,Individual Hacker
51986fbb,02:56.8,217.211.64.231,247.46.200.126,Brute Force,HTTP,56477,Emotet,469.63,USA,Bank Corp,2433,Critical,No,0,No,0,0,Data Recovery,Botnet
625cff35,56:56.8,60.34.190.108,183.173.39.162,MITM Attack,UDP,59237,,299.83,Iran,Tech Solutions,1321,Medium,No,0,Yes,0,0,Patch Update,Individual Hacker
6b781faa,25:56.8,75.27.108.221,195.146.55.227,Brute Force,TCP,1377,WannaCry,278.83,Brazil,EduCare,3774,Low,No,0,No,0,0,IP Ban,Individual Hacker
4465c0a2,50:56.8,59.248.93.131,253.94.158.16,MITM Attack,ICMP,15401,TrickBot,266.29,Brazil,RetailMart,2596,Critical,No,0,Yes,0,0,Data Recovery,Insider Threat
1581c3e1,57:56.8,228.131.118.99,170.189.177.53,DDoS,UDP,63526,Ransom.Locky,442.45,UK,FinanceTrust,1721,Critical,No,0,No,0,0,Firewall Upgrade,Individual Hacker
c6b280e9,49:56.8,115.150.77.243,222.121.12.39,Phishing,SSH,6728,WannaCry,202.09,China,HealthNet,4406,Critical,No,0,Yes,0,0,IP Ban,State-Sponsored
5f8baee3,14:56.8,61.123.51.152,179.107.143.75,Malware Injection,UDP,20620,Emotet,327.86,North Korea,RetailMart,1301,Medium,Yes,107.17,No,708,0,Data Recovery,Individual Hacker
1406d136,37:56.8,224.29.180.137,80.198.27.146,SQL Injection,SSH,63198,,110.25,Iran,RetailMart,1591,Medium,No,0,Yes,0,0,Data Recovery,Botnet
9a8aa214,09:56.8,22.7.235.110,64.247.175.185,Malware Injection,TCP,7970,Trojan.Win32,304.81,Russia,RetailMart,2875,Critical,Yes,92.65,Yes,45,0,Firewall Upgrade,Individual Hacker
9d601356,59:56.8,244.80.139.51,134.50.217.71,Phishing,UDP,52791,,51.93,Brazil,GovSecure,555,Medium,No,0,Yes,0,0,Alert Sent,Individual Hacker
e95cb4d9,45:56.8,165.141.227.81,63.155.102.4,SQL Injection,TCP,42380,SpyEye,101.34,Brazil,Bank Corp,3955,High,Yes,135.25,Yes,30,0,Firewall Upgrade,Insider Threat
8e00b4d7,25:56.8,21.161.17.158,59.196.192.15,Malware Injection,HTTPS,35177,Trojan.Win32,224.48,China,GovSecure,947,Low,Yes,85.45,Yes,664,0,IP Ban,Insider Threat
c58f4cf5,51:56.8,158.169.188.132,24.155.21.90,SQL Injection,FTP,41753,SpyEye,133.55,Brazil,RetailMart,472,Low,No,0,No,0,0,Data Recovery,Individual Hacker
56324481,27:56.8,196.229.183.64,133.87.176.193,SQL Injection,HTTP,28819,SpyEye,4.86,USA,HealthNet,1876,Critical,Yes,134.11,No,589,0,Firewall Upgrade,Insider Threat
e09d6c5b,40:56.8,145.19.87.214,201.109.224.137,Malware Injection,HTTP,12065,SpyEye,311.55,China,EduCare,2906,High,No,0,Yes,0,0,IP Ban,Insider Threat
f582f0da,58:56.8,145.102.152.88,80.150.185.183,Ransomware,SMTP,792,Mirai,482.2,USA,EduCare,479,Critical,No,0,No,0,336638.03,Firewall Upgrade,Botnet
59ba9f6f,21:56.8,213.125.86.180,26.181.255.26,Brute Force,UDP,38831,,102.63,USA,GovSecure,2315,Medium,Yes,5.72,Yes,640,0,IP Ban,Insider Threat
9eee041d,25:56.8,133.224.242.130,2.101.127.233,Malware Injection,HTTPS,48274,Zeus,210.02,USA,Bank Corp,2982,Low,No,0,Yes,0,0,Patch Update,Insider Threat
3597a5d8,42:56.8,144.102.118.189,73.204.222.87,Malware Injection,FTP,59206,Ransom.Locky,326.9,India,GovSecure,3424,High,Yes,172.94,Yes,37,0,Firewall Upgrade,State-Sponsored
bd9413f0,28:56.8,159.105.33.25,147.65.167.130,Phishing,TCP,24684,Trojan.Win32,49.77,North Korea,GovSecure,2019,Low,No,0,No,0,0,Alert Sent,Individual Hacker
10a2df77,24:56.8,19.24.9.247,38.249.222.45,Phishing,FTP,13132,Trojan.Win32,429.88,UK,Bank Corp,4988,High,No,0,Yes,0,0,Firewall Upgrade,Individual Hacker
ea0796ed,07:56.8,19.122.44.168,164.65.74.74,XSS,HTTPS,33629,Mirai,160.49,India,Tech Solutions,2008,High,Yes,115.29,Yes,60,0,Patch Update,Insider Threat
30ce50e2,33:56.8,49.4.104.76,37.226.191.96,Phishing,UDP,27246,Ransom.Locky,13.82,Russia,GovSecure,3028,High,No,0,Yes,0,0,Patch Update,Insider Threat
0b82dd34,44:56.8,87.62.124.195,1.151.26.170,XSS,TCP,1465,SpyEye,264.77,North Korea,FinanceTrust,1269,Critical,No,0,Yes,0,0,Firewall Upgrade,Insider Threat
751223ca,53:56.8,92.22.174.55,149.135.104.2,Malware Injection,SSH,19532,Trojan.Win32,84.37,UK,RetailMart,4042,Low,No,0,No,0,0,Patch Update,Individual Hacker
1bc24f89,48:56.8,141.28.180.60,15.76.158.27,Phishing,HTTPS,65364,Zeus,306.03,Iran,Bank Corp,1619,High,No,0,No,0,0,Firewall Upgrade,Individual Hacker
e1014325,02:56.8,187.58.206.59,233.168.97.20,DDoS,UDP,32753,Emotet,118.41,Iran,Tech Solutions,261,Critical,Yes,46.79,No,780,0,Patch Update,Insider Threat
83a152cc,14:56.8,148.4.77.231,96.28.235.49,MITM Attack,UDP,17907,Emotet,184.3,North Korea,HealthNet,1135,Medium,No,0,No,0,0,IP Ban,Insider Threat
003f418d,35:56.8,78.231.151.11,229.224.120.131,Malware Injection,UDP,23894,TrickBot,432.44,China,RetailMart,3054,Low,Yes,140.92,No,339,0,IP Ban,Individual Hacker
20befc5c,28:56.8,188.16.165.234,167.100.64.134,Malware Injection,TCP,8387,,362.45,China,RetailMart,864,Low,Yes,37.34,Yes,544,0,Patch Update,Individual Hacker
6ca300ee,01:56.8,34.177.140.121,35.63.72.204,Brute Force,UDP,40694,TrickBot,337.51,UK,Bank Corp,1579,High,No,0,No,0,0,Firewall Upgrade,Individual Hacker
71d4aa43,33:56.8,104.251.124.181,110.69.56.189,Brute Force,HTTP,47976,Emotet,112.87,Iran,EduCare,4965,High,No,0,Yes,0,0,Alert Sent,Individual Hacker
d5649367,47:56.8,84.74.249.164,49.113.248.209,Ransomware,HTTP,56991,SpyEye,404.91,Iran,GovSecure,2099,Medium,Yes,185.13,No,585,54723.41,Data Recovery,Insider Threat
698b3d79,53:56.8,59.178.215.223,37.133.174.198,Malware Injection,HTTPS,48659,WannaCry,75.2,China,RetailMart,3774,Medium,Yes,111.89,No,708,0,IP Ban,Insider Threat
7cd56a41,35:56.8,79.118.207.233,159.232.94.138,Ransomware,UDP,4528,Trojan.Win32,409.53,India,EduCare,2888,Low,Yes,13.31,No,785,134277.68,IP Ban,Insider Threat
5b3563b9,14:56.8,150.41.75.21,215.58.36.38,Brute Force,UDP,61539,SpyEye,170.73,India,Tech Solutions,4796,High,No,0,No,0,0,IP Ban,Individual Hacker
eef22244,24:56.8,14.16.215.155,110.176.26.192,XSS,HTTP,65267,WannaCry,35.2,China,RetailMart,2834,High,Yes,60.11,Yes,316,0,Firewall Upgrade,Botnet
fd33b50c,17:56.8,127.100.13.54,187.231.83.189,Phishing,ICMP,40947,,295.88,Germany,Bank Corp,4536,High,No,0,Yes,0,0,Patch Update,State-Sponsored
56ea0e08,18:56.8,136.156.63.210,133.240.113.153,DDoS,HTTPS,13629,Zeus,118.04,Germany,RetailMart,3464,High,No,0,No,0,0,Data Recovery,Insider Threat
05c25ffc,37:56.8,146.161.127.102,252.149.90.160,Ransomware,UDP,23894,,452.27,India,EduCare,986,Critical,No,0,No,0,789518.88,Data Recovery,Botnet
e9627f8a,15:56.8,244.49.116.208,5.238.114.64,Phishing,UDP,43083,Zeus,332.05,Germany,Tech Solutions,137,Low,No,0,Yes,0,0,Alert Sent,Individual Hacker
f4ad33d0,35:56.8,143.122.226.160,24.60.213.126,SQL Injection,HTTP,32815,Trojan.Win32,170.7,China,RetailMart,1744,Low,Yes,151.59,No,115,0,Data Recovery,State-Sponsored
6c1c73ef,20:56.8,245.137.131.92,6.19.219.33,DDoS,FTP,46113,TrickBot,240.81,India,GovSecure,1296,High,No,0,No,0,0,IP Ban,Individual Hacker
e803d687,09:56.8,6.125.135.174,106.5.178.220,Ransomware,SMTP,23636,,273.39,UK,Tech Solutions,4683,Critical,Yes,199.91,No,361,472554.26,Patch Update,State-Sponsored
9ed26183,23:56.8,180.98.11.61,19.24.102.104,Ransomware,FTP,18996,,138.69,Germany,Tech Solutions,3978,Medium,Yes,31.75,Yes,519,966787.25,Alert Sent,Insider Threat
d376f03b,12:56.8,98.240.25.174,116.157.4.93,Ransomware,FTP,4235,Ransom.Locky,30.32,UK,RetailMart,1934,High,Yes,168.05,Yes,294,263980.73,Patch Update,Insider Threat
3b2a4535,44:56.8,100.70.50.42,204.29.179.200,XSS,UDP,33787,Ransom.Locky,479.67,UK,FinanceTrust,3260,High,No,0,Yes,0,0,IP Ban,Individual Hacker
70eb1479,05:56.8,64.225.15.35,116.239.209.228,Ransomware,ICMP,39625,Mirai,255.04,Russia,Tech Solutions,3504,High,Yes,196.71,Yes,980,400635.04,Alert Sent,Insider Threat
f10718cc,05:56.8,90.218.165.130,66.123.161.167,SQL Injection,SMTP,33339,Ransom.Locky,314.5,China,FinanceTrust,3030,High,Yes,195,Yes,158,0,Patch Update,Insider Threat
f4744ea0,18:56.8,84.99.228.168,22.60.56.174,MITM Attack,SMTP,20553,WannaCry,327.94,India,FinanceTrust,3419,High,Yes,19.08,Yes,538,0,IP Ban,Insider Threat
de83f680,19:56.8,193.1.124.129,184.1.195.9,XSS,HTTPS,22082,WannaCry,298.36,Brazil,EduCare,2794,Medium,No,0,Yes,0,0,Patch Update,Insider Threat
e7804d6f,54:56.8,55.39.99.79,172.134.84.21,Brute Force,TCP,59955,Mirai,384.48,India,FinanceTrust,4084,Medium,Yes,49.34,Yes,798,0,Alert Sent,State-Sponsored
419beb0e,42:56.8,50.15.51.50,49.48.11.160,MITM Attack,SSH,25185,Mirai,242.11,North Korea,FinanceTrust,1375,Critical,Yes,97.44,No,923,0,Firewall Upgrade,Insider Threat
589299ec,57:56.8,205.166.195.97,156.55.128.24,SQL Injection,UDP,20055,Trojan.Win32,480.42,USA,EduCare,3157,Medium,No,0,Yes,0,0,Data Recovery,Botnet
2a21b693,47:56.8,84.160.228.83,3.50.32.104,SQL Injection,HTTPS,61441,WannaCry,285.79,USA,RetailMart,3872,Medium,No,0,No,0,0,IP Ban,State-Sponsored
6decff64,21:56.8,247.86.41.213,25.35.27.214,Malware Injection,HTTP,47184,Trojan.Win32,345.28,China,EduCare,4814,Critical,No,0,No,0,0,Firewall Upgrade,Insider Threat
653e35f6,16:56.8,51.24.145.162,36.107.148.192,Brute Force,TCP,26479,Zeus,113.62,USA,Tech Solutions,813,Medium,Yes,142.6,Yes,265,0,Patch Update,Individual Hacker
8054da13,34:56.8,250.226.132.72,62.21.49.92,Ransomware,HTTP,49686,Emotet,35.9,Germany,Tech Solutions,1128,Medium,Yes,7.51,Yes,146,802882.5,Alert Sent,State-Sponsored
ef482bfa,40:56.8,192.131.227.99,136.91.237.186,SQL Injection,SMTP,4626,Emotet,361.88,Iran,FinanceTrust,4391,High,Yes,23.39,No,394,0,Alert Sent,Botnet
6d6c32c5,08:56.8,33.38.154.124,90.143.194.71,Phishing,FTP,41534,Zeus,486.96,USA,Tech Solutions,1414,Medium,Yes,42.63,Yes,563,0,Alert Sent,Insider Threat
0c540ff6,31:56.8,140.167.232.169,115.237.233.31,XSS,ICMP,8303,Zeus,311.34,India,Bank Corp,1695,Medium,Yes,93.59,No,97,0,Alert Sent,Botnet
28d36052,16:56.8,174.203.134.78,89.19.96.208,SQL Injection,ICMP,45892,,448.02,India,EduCare,1635,High,Yes,94.89,Yes,303,0,Data Recovery,Botnet
8a9056f8,23:56.8,138.161.73.143,89.224.38.145,MITM Attack,SSH,21906,Ransom.Locky,306.8,North Korea,EduCare,903,Low,No,0,Yes,0,0,Alert Sent,State-Sponsored
c4f579af,52:56.8,13.20.88.158,95.88.160.249,SQL Injection,FTP,33476,Zeus,122,Russia,RetailMart,4773,Low,Yes,87.27,Yes,849,0,Alert Sent,Botnet
61931adb,14:56.8,133.143.105.179,202.114.41.235,Brute Force,ICMP,55817,Trojan.Win32,115.07,North Korea,Bank Corp,1713,Critical,No,0,Yes,0,0,IP Ban,Individual Hacker
d9fa5f68,59:56.8,246.120.74.75,26.171.233.171,Ransomware,FTP,56321,Zeus,47.8,Germany,EduCare,597,High,No,0,No,0,694493.69,IP Ban,Individual Hacker
8a4aeb3b,18:56.8,201.3.224.139,195.91.185.5,MITM Attack,SMTP,11066,Emotet,336.3,North Korea,RetailMart,1492,Critical,Yes,18.98,No,626,0,Alert Sent,Individual Hacker
d4b732a5,52:56.8,49.149.142.211,252.116.120.113,Ransomware,FTP,42405,Mirai,16.2,UK,HealthNet,348,Medium,Yes,162.53,Yes,20,697440.61,IP Ban,Botnet
c1baa434,53:56.8,103.91.120.249,84.28.208.242,Malware Injection,FTP,48909,Ransom.Locky,395.64,Russia,RetailMart,368,High,Yes,116.39,Yes,27,0,Data Recovery,Insider Threat
3f57d843,53:56.8,219.172.214.203,124.202.185.53,XSS,HTTP,54845,SpyEye,50.52,UK,GovSecure,1253,Medium,Yes,94.58,No,310,0,Alert Sent,Individual Hacker
09fd8c8b,10:56.8,127.203.197.155,198.194.132.6,DDoS,TCP,44661,SpyEye,317.63,UK,FinanceTrust,3774,High,No,0,Yes,0,0,Alert Sent,Insider Threat
7d9a2218,46:56.8,63.128.7.137,97.187.60.192,DDoS,ICMP,20070,,137.1,India,GovSecure,85,Medium,No,0,No,0,0,IP Ban,Individual Hacker
05c8c87f,57:56.8,189.241.51.172,195.188.157.69,Malware Injection,ICMP,52320,,25.2,UK,EduCare,3311,Critical,Yes,107.68,No,542,0,Firewall Upgrade,State-Sponsored
b29679cb,08:56.8,11.56.12.25,190.25.255.122,MITM Attack,UDP,37305,Trojan.Win32,267.5,Brazil,Tech Solutions,1785,High,Yes,52.59,No,605,0,Data Recovery,Botnet
83c33d93,22:56.8,8.209.164.199,117.215.2.176,Phishing,UDP,31756,Mirai,453.55,Iran,HealthNet,3411,Critical,No,0,Yes,0,0,Data Recovery,Botnet
7c5cebcc,24:56.8,175.199.243.197,81.145.75.84,XSS,FTP,5014,TrickBot,346.98,Brazil,HealthNet,4748,Critical,Yes,0.46,No,28,0,Data Recovery,Botnet
fb9e07ae,02:56.8,64.110.23.143,188.159.229.196,Phishing,SMTP,25864,Zeus,184.95,USA,EduCare,2887,High,No,0,Yes,0,0,Alert Sent,Botnet
bee360c0,46:56.8,247.70.81.129,74.23.117.49,Brute Force,SMTP,2709,Mirai,359.52,Iran,RetailMart,2813,Medium,No,0,Yes,0,0,Alert Sent,State-Sponsored
e6b07d7a,09:56.8,210.87.151.17,15.66.130.17,XSS,HTTPS,37634,Zeus,243.49,China,Tech Solutions,2192,Low,No,0,No,0,0,Firewall Upgrade,Insider Threat
24be8c87,45:56.8,14.76.230.131,75.3.51.244,Ransomware,ICMP,9753,Ransom.Locky,207.19,UK,FinanceTrust,2358,High,Yes,21.9,Yes,6,152771.88,Firewall Upgrade,State-Sponsored
e5b54b63,18:56.8,162.30.133.192,242.124.149.81,XSS,UDP,50496,Mirai,369.35,Russia,EduCare,2210,Low,No,0,Yes,0,0,Data Recovery,Insider Threat
6792bfb2,41:56.8,205.238.151.211,254.171.231.200,Phishing,SSH,52941,TrickBot,484.19,North Korea,Bank Corp,2672,Medium,No,0,No,0,0,Firewall Upgrade,Insider Threat
fcabe8d3,22:56.8,95.9.182.246,49.186.173.192,DDoS,ICMP,519,TrickBot,449.34,Russia,HealthNet,3760,High,No,0,Yes,0,0,Alert Sent,Individual Hacker
72f97f14,09:56.8,89.157.48.177,115.63.166.14,MITM Attack,HTTP,7133,Mirai,160.27,USA,GovSecure,3231,Critical,No,0,No,0,0,Data Recovery,Individual Hacker
aff513cf,58:56.8,229.255.154.246,121.36.12.154,DDoS,TCP,15902,Zeus,268.62,India,Bank Corp,1471,High,Yes,61.81,No,80,0,Alert Sent,Insider Threat
8eb8fe51,27:56.8,100.111.63.147,196.83.195.228,XSS,TCP,13889,WannaCry,213.48,Brazil,EduCare,986,Low,Yes,99.55,No,409,0,Alert Sent,Botnet
73432775,10:56.8,22.254.27.162,71.4.112.228,MITM Attack,HTTP,29512,TrickBot,413.7,Russia,GovSecure,2763,High,Yes,42.5,No,426,0,Data Recovery,Botnet
12f58c2d,14:56.8,4.251.221.3,137.217.217.166,Malware Injection,UDP,2957,Emotet,376.63,North Korea,Bank Corp,2552,Low,Yes,177.35,No,590,0,Patch Update,Botnet
f5e34b63,08:56.8,106.196.105.126,125.84.134.57,DDoS,TCP,61414,Trojan.Win32,286.99,India,GovSecure,2317,High,Yes,82.05,No,166,0,Data Recovery,Botnet
19b8fbbf,54:56.8,209.20.201.212,67.229.161.95,Phishing,FTP,44484,TrickBot,335.55,India,EduCare,2015,Low,Yes,21.32,Yes,642,0,Alert Sent,State-Sponsored
2dddb8e9,15:56.8,57.227.34.206,61.229.31.71,Ransomware,HTTPS,52803,Emotet,391.44,Germany,HealthNet,3034,Low,Yes,5.01,Yes,732,804774.73,IP Ban,Individual Hacker
6aa99f6b,51:56.8,222.190.179.48,68.181.206.242,Malware Injection,HTTP,29864,WannaCry,351,Brazil,HealthNet,1784,Low,No,0,Yes,0,0,Firewall Upgrade,State-Sponsored
